session,max(max(amplitude)),max(mean(amplitude)),max(var(amplitude)),mean(max(amplitude)),mean(mean(amplitude)),mean(var(amplitude)),var(max(amplitude)),var(mean(amplitude)),var(var(amplitude))
Ses01F_impro01_F000,1.54916648126,-3.21025095226e-05,0.0949010295698,1.11742352409,-0.000211441575081,0.0632168132723,0.365043585253,1.61212252233e-08,0.00181803948267
Ses01F_impro01_F001,3.21695329183,-0.000196468228231,0.124221279428,3.21241710631,-0.00038199064769,0.123812667015,2.05769790452e-05,3.44185681219e-08,1.6696410355e-07
Ses01F_impro01_F002,3.51840515096,-0.000232236099443,0.167574698993,1.68087921032,-0.000362942101271,0.0579001894516,2.33059911375,1.20480542832e-08,0.00390224384806
Ses01F_impro01_F005,15.1292227282,0.00108084236391,3.71458394546,6.72379468067,2.92785729228e-05,1.39388142017,26.0048943614,4.92980799091e-07,1.61298651622
Ses01F_impro01_F012,17.4900577182,-8.17308566833e-06,5.11111880797,8.19579065259,-0.00186254700474,1.73059098474,57.505614965,5.37623201597e-06,4.13099962521
Ses01F_impro01_F014,6.6784238791,0.00106007268748,1.34953796013,4.58304728777,-0.000326977903872,0.675482307727,2.21007837899,3.88473393265e-07,0.199269630894
Ses01F_impro01_M011,17.5149391824,0.00164714951329,7.87655516123,7.41186195572,4.19949447254e-05,1.85987716464,30.7309663827,8.33272605175e-07,5.00211039469
Ses01F_impro01_M013,18.476857915,0.0336041309135,33.847632624,14.3558072591,0.00494359383445,11.9750847166,26.0436512513,0.000156573909612,119.591417097
Ses01F_impro02_F000,1.60709824826,0.000229023511204,0.0809207756074,0.479604587485,-0.000281774915541,0.0144843749964,0.226553614031,1.02004734557e-07,0.000450835325721
Ses01F_impro02_F001,0.63478811524,4.84118030904e-05,0.0242868636206,0.402163208718,-0.000363969211757,0.0112288775509,0.0455992835187,1.15491513262e-07,0.000100967573877
Ses01F_impro02_F002,2.36560409268,0.000225072158626,0.180250500926,0.997146249207,-0.000289293904544,0.0460238417617,0.77684230114,7.04069035927e-08,0.00393010189411
Ses01F_impro02_F003,2.59405518071,0.000127658998679,0.189931685502,0.981373836366,-0.000264322678008,0.0425142229039,0.728250589612,7.6874800382e-08,0.00374069111615
Ses01F_impro02_F004,2.13694662718,-5.28141402117e-05,0.147962332215,0.788037172095,-0.000297353407204,0.0362976061221,0.542974476301,2.36753101895e-08,0.00220219116568
Ses01F_impro02_F005,1.70946593004,0.000245776001386,0.172436844584,1.05824178147,-0.000304190573646,0.0710308865941,0.540886137042,1.27695241414e-07,0.00415882584781
Ses01F_impro02_F006,3.63256784109,-0.000113184513569,0.357778078365,1.66633126531,-0.000318982866817,0.114704428638,1.71949057434,1.20589394391e-08,0.0195418109602
Ses01F_impro02_F008,1.36469132081,-5.97582912281e-05,0.0846878765257,0.873263821697,-0.000336676309869,0.0295604934807,0.258318388084,1.90125393635e-08,0.000905227916203
