session,energy
Ses01F_impro01_F000,5.194872918538749
Ses01F_impro01_F001,6.8488619504496455
Ses01F_impro01_F002,9.565234663896263
Ses01F_impro01_F003,12.572747742757201
Ses01F_impro01_F004,79.56969654932618
Ses01F_impro01_F005,306.68918093293905
Ses01F_impro01_F006,816.600065112114
Ses01F_impro01_F007,413.6474061552435
Ses01F_impro01_F008,324.2062890920788
Ses01F_impro01_F009,160.48878477793187
Ses01F_impro01_F010,596.4187542330474
Ses01F_impro01_F011,1045.3594998130575
Ses01F_impro01_F012,314.1203470369801
Ses01F_impro01_F013,156.351795732975
Ses01F_impro01_F014,185.96190118603408
Ses01F_impro01_F015,784.0351702095941
Ses01F_impro01_M000,23.29528919700533
Ses01F_impro01_M001,5.050807973369956
Ses01F_impro01_M002,78.81672145333141
Ses01F_impro01_M003,340.53880322445184
Ses01F_impro01_M004,429.717614765279
Ses01F_impro01_M005,1048.0486305737868
Ses01F_impro01_M006,948.9374890336767
Ses01F_impro01_M007,562.2311995429918
Ses01F_impro01_M008,526.91285353899
Ses01F_impro01_M009,496.75356656499207
Ses01F_impro01_M010,444.2589427884668
Ses01F_impro01_M011,723.4167315745726
Ses01F_impro01_M012,7.5548744117841125
Ses01F_impro01_M013,3931.252502363175
Ses01F_impro02_F000,7.198438443243504
Ses01F_impro02_F001,1.5720943519845605
Ses01F_impro02_F002,13.840645253658295
Ses01F_impro02_F003,12.996543251909316
Ses01F_impro02_F004,10.93129498604685
Ses01F_impro02_F005,9.774473637342453
Ses01F_impro02_F006,25.209708026610315
Ses01F_impro02_F007,167.22643447946757
Ses01F_impro02_F008,5.660074318759143
Ses01F_impro02_F009,4.460581525228918
Ses01F_impro02_F010,2.681560060940683
Ses01F_impro02_F011,6.721284666098654
Ses01F_impro02_F012,6.484383433125913
Ses01F_impro02_F013,29.95469542220235
Ses01F_impro02_F014,24.18663254287094
Ses01F_impro02_F015,7.91348650213331
Ses01F_impro02_F016,2.06571480166167
Ses01F_impro02_F017,107.63003136590123
Ses01F_impro02_F018,5.234764775261283
Ses01F_impro02_F019,3.836965149268508
Ses01F_impro02_F020,5.5202178889885545
Ses01F_impro02_M000,2.742377986200154
Ses01F_impro02_M001,13.033198704011738
Ses01F_impro02_M002,9.717408284544945
Ses01F_impro02_M003,20.79520444571972
Ses01F_impro02_M004,7.148282557725906
Ses01F_impro02_M005,17.184214629232883
Ses01F_impro02_M006,11.143658672459424
Ses01F_impro02_M007,1.8035272434353828
Ses01F_impro02_M008,0.7859013928100467
Ses01F_impro02_M009,2.1401261277496815
Ses01F_impro02_M010,1.9229853302240372
Ses01F_impro02_M011,0.625827107578516
Ses01F_impro02_M012,10.325870263390243
Ses01F_impro02_M013,7.923938998021185
Ses01F_impro02_M014,6.3061950001865625
Ses01F_impro02_M015,2.8094184771180153
Ses01F_impro02_M016,5.189249064773321
Ses01F_impro03_F000,73.43818402383476
Ses01F_impro03_F001,81.82762337382883
Ses01F_impro03_F002,412.84711800236255
Ses01F_impro03_F003,3278.1243496779352
Ses01F_impro03_F004,1123.9974967679009
Ses01F_impro03_F005,295.9313147626817
Ses01F_impro03_F006,178.35133080836385
Ses01F_impro03_F007,162.91822905559093
Ses01F_impro03_F008,162.4670823123306
Ses01F_impro03_F009,129.26879192888737
Ses01F_impro03_F010,157.94206901453435
Ses01F_impro03_F011,73.69874116778374
Ses01F_impro03_F012,196.283590182662
Ses01F_impro03_F013,363.5356014864519
Ses01F_impro03_F014,444.3718527201563
Ses01F_impro03_F015,503.6667640050873
Ses01F_impro03_F016,39.079332490451634
Ses01F_impro03_F017,35.42674885690212
Ses01F_impro03_F018,38.46683543547988
Ses01F_impro03_F019,2.607176437973976
Ses01F_impro03_F020,24.344216919504106
Ses01F_impro03_F021,190.94364861398935
Ses01F_impro03_F022,7.852104300633073
Ses01F_impro03_F023,0.7080511506646872
Ses01F_impro03_F024,69.17199030518532
Ses01F_impro03_F025,164.32446043379605
Ses01F_impro03_F026,212.65436663199216
Ses01F_impro03_M000,26.204199018888175
Ses01F_impro03_M001,31.590369472280145
Ses01F_impro03_M002,405.68130025826395
Ses01F_impro03_M003,2041.5840754583478
Ses01F_impro03_M004,351.6403699442744
Ses01F_impro03_M005,170.99194796942174
Ses01F_impro03_M006,46.75682547874749
Ses01F_impro03_M007,64.93090176489204
Ses01F_impro03_M008,31.378765750676394
Ses01F_impro03_M009,126.40704293642193
Ses01F_impro03_M010,62.365561578422785
Ses01F_impro03_M011,160.01469001546502
Ses01F_impro03_M012,182.95375458244234
Ses01F_impro03_M013,1385.5040624924004
Ses01F_impro03_M014,140.49772301129997
Ses01F_impro03_M015,111.03501288872212
Ses01F_impro03_M016,33.59813725948334
Ses01F_impro03_M017,87.19168284442276
Ses01F_impro03_M018,2.3358461232855916
Ses01F_impro03_M019,29.802976607345045
Ses01F_impro03_M020,79.18917097430676
Ses01F_impro03_M021,23.170017688535154
Ses01F_impro03_M022,29.00890205707401
Ses01F_impro03_M023,286.51386768464
Ses01F_impro03_M024,17.528684894554317
Ses01F_impro04_F000,101.59553251415491
Ses01F_impro04_F001,32.42914457526058
Ses01F_impro04_F002,120.5991496425122
Ses01F_impro04_F003,7.388115507550538
Ses01F_impro04_F004,2.8052109545096755
Ses01F_impro04_F005,1.9665556531399488
Ses01F_impro04_F006,126.57648203521967
Ses01F_impro04_F007,260.4141671154648
Ses01F_impro04_F008,41.529622559435666
Ses01F_impro04_F009,4.463220061734319
Ses01F_impro04_F010,193.00660143326968
Ses01F_impro04_F011,19.156483333557844
Ses01F_impro04_F012,9.88622548058629
Ses01F_impro04_F013,132.6842537438497
Ses01F_impro04_F014,9.409600689075887
Ses01F_impro04_F015,171.25453215278685
Ses01F_impro04_F016,168.69162280671299
Ses01F_impro04_F017,75.22570588625968
Ses01F_impro04_F018,185.46423740498722
