<<<<<<< HEAD
8.918983851975341437e-02,1.715187396237160544e-01,4.729978032937586785e-01,2.662936185627726160e-01
1.448317510834539190e-01,2.176790031226683020e-01,5.676778469165850716e-01,6.981139887729280458e-02
1.046066601698955045e-01,2.054061622910116347e-01,4.893149430398455180e-01,2.006722344992467599e-01
9.681687638750133829e-01,2.628459110334109908e-02,3.402886002886003000e-03,2.143759018759018500e-03
9.155220945720934367e-01,6.284302641802651246e-02,2.675664613164613608e-03,1.895921439671438904e-02
8.020210120671945608e-01,1.461756936304151877e-01,1.008296633921633607e-02,4.172032796317446529e-02
9.324533570596070797e-01,4.955338203463211660e-02,4.984124209124207033e-03,1.300913669663669205e-02
9.239491556323786714e-01,6.533865714179189210e-02,3.375035819443715328e-03,7.337151406385149580e-03
1.788801486181517200e-02,1.478948921176860554e-01,2.608341930472350412e-01,5.733828999732630827e-01
1.381295791197106708e-02,1.693741515386057994e-01,4.218332909178881818e-01,3.949795996315347280e-01
6.591967048474403623e-02,1.097713487084810563e-01,3.461798795481262903e-01,4.781291012586484923e-01
6.213899368250398736e-02,1.415267952206032132e-01,3.859707180432482287e-01,4.103634930536447789e-01
3.786213867831522001e-02,1.245692077831008632e-01,3.556967185184094493e-01,4.818719350201740581e-01
7.036501763415464739e-02,1.862818308712272108e-01,4.130296748057582512e-01,3.303234766888593632e-01
2.426271556401971841e-01,1.856425520944484653e-01,3.412127605538597397e-01,2.305175317114942501e-01
7.666364169671062434e-02,8.525792675676575894e-02,1.859565509546351747e-01,6.521218805918878036e-01
1.638932884925531006e-02,8.813623029232552086e-02,2.280046340634771240e-01,6.674698067949418334e-01
3.494695681855128355e-02,2.087971600295131791e-01,3.718314879242698989e-01,3.844243952276661380e-01
1.290500437220755414e-01,1.775205494776120052e-01,3.342580672695295019e-01,3.591713395307819523e-01
1.056764811856529401e-01,1.322708903175428552e-01,2.752470796016847077e-01,4.868055488951195109e-01
4.334640086220975519e-02,1.101853099514863848e-01,5.751904380964732999e-01,2.712778510898283257e-01
3.729773746420423503e-02,1.278115246874727273e-01,4.544178588160207588e-01,3.804728790323020360e-01
3.842340879880347670e-01,1.628122360912223066e-01,2.947316098804871332e-01,1.582220660402548496e-01
4.575985978890399070e-02,9.016857030997893485e-02,4.267827482437582809e-01,4.372888216573586617e-01
1.914784096622332288e-02,1.150645997685665056e-01,2.366872500285232273e-01,6.291003092366858063e-01
