max(energy(energy)),max(f0(f0)),max(max(amplitude)),max(max(cepstrum)),max(mean(amplitude)),max(mean(cepstrum)),max(mfcccoeff0(mfcc)),max(mfcccoeff1(mfcc)),max(mfcccoeff10(mfcc)),max(mfcccoeff11(mfcc)),max(mfcccoeff2(mfcc)),max(mfcccoeff3(mfcc)),max(mfcccoeff4(mfcc)),max(mfcccoeff5(mfcc)),max(mfcccoeff6(mfcc)),max(mfcccoeff7(mfcc)),max(mfcccoeff8(mfcc)),max(mfcccoeff9(mfcc)),max(silence_ratio(silence_ratio)),max(var(amplitude)),max(var(cepstrum)),max(zerocrossing(zerocrossing)),mean(energy(energy)),mean(f0(f0)),mean(max(amplitude)),mean(max(cepstrum)),mean(mean(amplitude)),mean(mean(cepstrum)),mean(mfcccoeff0(mfcc)),mean(mfcccoeff1(mfcc)),mean(mfcccoeff10(mfcc)),mean(mfcccoeff11(mfcc)),mean(mfcccoeff2(mfcc)),mean(mfcccoeff3(mfcc)),mean(mfcccoeff4(mfcc)),mean(mfcccoeff5(mfcc)),mean(mfcccoeff6(mfcc)),mean(mfcccoeff7(mfcc)),mean(mfcccoeff8(mfcc)),mean(mfcccoeff9(mfcc)),mean(silence_ratio(silence_ratio)),mean(var(amplitude)),mean(var(cepstrum)),mean(zerocrossing(zerocrossing)),session,var(energy(energy)),var(f0(f0)),var(max(amplitude)),var(max(cepstrum)),var(mean(amplitude)),var(mean(cepstrum)),var(mfcccoeff0(mfcc)),var(mfcccoeff1(mfcc)),var(mfcccoeff10(mfcc)),var(mfcccoeff11(mfcc)),var(mfcccoeff2(mfcc)),var(mfcccoeff3(mfcc)),var(mfcccoeff4(mfcc)),var(mfcccoeff5(mfcc)),var(mfcccoeff6(mfcc)),var(mfcccoeff7(mfcc)),var(mfcccoeff8(mfcc)),var(mfcccoeff9(mfcc)),var(silence_ratio(silence_ratio)),var(var(amplitude)),var(var(cepstrum)),var(zerocrossing(zerocrossing))
49292013.0,113.00625,32127.0,30.352737644,224.1881875,0.00272179384235,33.5746688843,4.79476881027,0.748061656952,0.646396040916,1.67856252193,2.9580745697,1.17720770836,1.00415837765,0.64032626152,0.655178248882,0.505622088909,0.556760728359,1.0,68132891.2012,0.0594412143351,9645.0,12971421.7386,33.2629261364,19452.8295455,25.8995582348,2.87426917614,0.00239430009109,28.9745731354,2.8069858551,0.0340409688652,0.0215824972838,0.16011095047,1.09719479084,-0.0286884196103,0.0391627587378,-0.199321225286,-0.052425827831,-0.109331920743,-0.0249171797186,1.0,22434214.1129,0.0446916463881,7532.77272727,Angry_0,1.57710507662e+14,393.633748986,84677356.0959,6.95421449635,5801.53514733,4.01237677942e-08,8.89266586304,0.999445319176,0.059526566416,0.0658216774464,0.449255496264,0.693786084652,0.272959381342,0.119690291584,0.125135719776,0.0703410953283,0.078171685338,0.0708055123687,0.0,3.42339622687e+14,6.0387143882e-05,2016820.94835
39972858.0,198.45,31659.0,29.5830265007,33.88525,0.00238104622438,33.1050834656,5.12370729446,0.687296271324,0.461270451546,1.68283748627,3.52495932579,1.37693333626,1.42026364803,1.11077463627,0.742908895016,0.709190249443,0.660105824471,1.0,43522687.179,0.0562115250768,8057.0,16494842.3766,35.9028409091,10497.1558442,24.0903487569,-1.35009821429,0.00192971046988,26.3071327209,2.74598169327,0.0440753698349,0.0195508524776,-0.259855061769,1.19440960884,-0.226068690419,0.325531631708,0.0209097228944,-0.0214850008488,0.00320010143332,-0.157530233264,1.0,5693347.2806,0.0387702700303,7026.57142857,Angry_1,9.91489835618e+13,394.29444683,61734011.1445,9.9772116493,61.0666763728,3.7547163944e-08,21.3748474121,1.41069281101,0.0869787707925,0.0501987338066,0.796811640263,0.733479321003,0.477020561695,0.19890075922,0.158075973392,0.146792441607,0.0690627172589,0.117600724101,0.0,7.49347427303e+13,8.66852079383e-05,376882.270872
43202259.0,1025.325,9308.0,28.3209285452,10.2683125,0.00217829435685,29.6839466095,4.40344238281,0.542109966278,0.518985748291,2.47633743286,2.37069368362,1.54967212677,0.470614910126,0.452410697937,0.755838632584,0.249715805054,0.615760862827,1.0,5507804.04483,0.0522573604585,8224.0,19698771.0364,91.6327840909,5761.8,25.3101781537,-0.6402625,0.00190638370833,26.8443222046,2.42905116081,-0.00954145099968,-0.0862336307764,0.669939577579,0.817245483398,0.442979156971,-0.27574557066,-0.353405267,-0.196647599339,-0.261795789003,-0.121936820447,1.0,2528928.25469,0.0422522781014,7363.70909091,Angry_2,7.62174470875e+13,16787.8763598,2703653.65091,3.24417980444,20.8899470812,3.78920329371e-08,4.54898262024,1.04752326012,0.0561353415251,0.0648706108332,0.549606144428,0.459350138903,0.264219760895,0.111442215741,0.137969002128,0.140521332622,0.0436317361891,0.0909357666969,0.0,1.75677655843e+12,2.99109831542e-05,437310.169917
45196373.0,139.190625,9350.0,28.7673202034,9.70875,0.00218827779232,29.5982074738,4.9634771347,0.693424105644,0.661436140537,2.12182831764,3.30754709244,1.20926439762,0.505457639694,0.482722997665,0.373463571072,0.59596580267,0.61595582962,1.0,6462362.81812,0.0535061184147,8412.0,18813417.0909,71.5873295455,6456.12727273,24.6872346479,-0.98435,0.00188795579085,26.8329524994,2.82575702667,0.132834210992,0.00115799356718,0.783366620541,0.636557221413,-0.00587243167683,-0.271106094122,-0.28671681881,-0.231760531664,-0.260625839233,-0.0622331798077,1.0,2879990.43911,0.04072197561,7421.6,Angry_3,9.41123953123e+13,841.507973249,3536973.20198,4.08678171025,18.8578588083,3.41382231197e-08,4.32827186584,0.92192953825,0.0532439351082,0.0830218046904,0.550911426544,0.513679027557,0.338448375463,0.144641309977,0.11871060729,0.107555821538,0.0777177736163,0.087151221931,0.0,2.87515585549e+12,3.35058887663e-05,411911.694545
58195541.0,155.0390625,10793.0,28.6190742194,10.5274375,0.00225107819731,29.9780960083,3.65182685852,0.521234214306,0.872055351734,2.58906769753,2.40753412247,1.70202171803,0.914371848106,0.0776741504669,0.615368127823,0.482524007559,0.706835925579,1.0,5735554.91468,0.0539593644074,8204.0,15260783.2561,84.9731707317,7493.25609756,26.0282222856,-2.07237271341,0.0019200677826,28.2502880096,2.20746827126,0.0500961057842,0.020840967074,0.46034231782,0.966109573841,-0.244973272085,-0.337850809097,-0.625995457172,-0.138663038611,-0.164465531707,-0.00640177167952,1.0,2872570.10522,0.0447148451292,7161.37804878,Angry_4,9.28458396163e+13,1082.04929252,1812551.62954,1.46052103071,26.7059296261,4.30771338799e-08,1.22259771824,0.460365653038,0.0473129823804,0.0840206295252,0.429287284613,0.273427069187,0.335038334131,0.110995650291,0.107325568795,0.0981732904911,0.0771597623825,0.10988125205,0.0,1.42269180042e+12,1.30024536352e-05,103433.210738
61615675.0,161.9296875,5100.0,25.451206553,8.939625,0.00214074982488,28.3184204102,4.59800243378,0.292403519154,0.54908311367,1.69953036308,1.7445435524,0.826481044292,0.450256943703,0.83133995533,0.448154270649,0.388973236084,0.713518083096,1.0,952582.169263,0.0423731563527,7708.0,22418365.7818,49.06125,3691.72727273,22.9431525255,-0.0777636363636,0.00180218521728,26.3793830872,2.94259405136,-0.0961227416992,0.106342464685,-0.0324257574975,0.287913948298,-0.0691710710526,-0.24882543087,0.0265649799258,-0.0723892226815,-0.168205052614,0.196591228247,1.0,670084.998496,0.0355959213554,7260.94545455,Angry_5,1.29101355691e+14,1095.70636838,542601.652893,1.86392565383,10.038300116,4.28593618757e-08,1.72361171246,0.549950182438,0.0387408621609,0.0577127486467,0.394174128771,0.395098209381,0.226971060038,0.0746799781919,0.101261138916,0.0610230006278,0.047280844301,0.0657638907433,0.0,25432513920.0,1.22683995233e-05,224509.833388
74561001.0,163.3078125,7460.0,26.0728233008,5.4979375,0.0020530843489,28.1718330383,4.22091913223,0.42749902606,0.658133506775,2.26333713531,2.17465162277,0.929386258125,1.34408712387,1.38740897179,0.741119861603,0.561928927898,0.776697099209,1.0,1002502.09561,0.043873253991,8129.0,30273069.7091,50.6648863636,3485.03636364,23.3103079827,-0.00431590909091,0.00174096146982,25.9661235809,2.51436805725,-0.0532448254526,0.0393837802112,0.31593105197,0.410561800003,0.00525042135268,0.0441364981234,0.0883955284953,-0.0615713894367,-0.180443063378,0.110718429089,1.0,583504.217778,0.0366563820524,7273.2,Angry_6,1.85997099366e+14,968.016997324,1049370.61686,1.32708859063,4.06084214978,6.27300786051e-08,1.46894145012,1.34913706779,0.0372402891517,0.0527600236237,0.710205435753,0.505219221115,0.261665821075,0.209147050977,0.142062485218,0.0759679526091,0.125425413251,0.0522634275258,0.0,42907080751.6,8.69613831115e-06,276881.687273
77149081.0,179.15625,4600.0,25.8109947164,4.066,0.00199867431248,27.3574886322,4.40592193604,0.545993864536,0.487328708172,2.23690700531,1.34950852394,1.10105597973,0.751051664352,1.19506108761,0.857081651688,0.444730579853,0.859007954597,1.0,1072652.93333,0.0438347600616,8351.0,32642105.2182,53.3835511364,3225.38181818,22.9793519874,0.0256761363636,0.00174536612742,25.2452774048,2.65950226784,-0.0693212449551,0.0113466978073,0.744993746281,0.27113366127,-0.0185612328351,-0.217026382685,-0.0473639592528,-0.011698837392,-0.188518628478,0.186102300882,1.0,534529.709203,0.0353782780483,7193.83636364,Angry_7,2.12769735997e+14,1564.32295409,635413.690579,1.88972699929,3.60338696123,3.90510312825e-08,1.3662981987,1.53642809391,0.0567691512406,0.0597262308002,0.567066788673,0.367420464754,0.275396168232,0.133951619267,0.166825652122,0.0720728933811,0.08566724509,0.0629538223147,0.0,40077838958.8,1.5330821565e-05,376721.082314
61472720.0,159.8625,6024.0,25.5535130273,4.7213125,0.0020256215327,27.9688987732,4.67595529556,0.508770525455,0.690813779831,2.05982255936,1.8295249939,1.10358226299,1.27004909515,0.612966895103,0.656834900379,0.520603895187,0.832968354225,1.0,939621.539487,0.0427536294165,7803.0,31200822.1463,54.0409870427,3735.86585366,23.0636602808,-0.00740853658537,0.00173782997347,25.7909030914,2.57595562935,-0.126364335418,0.0163865052164,0.343774199486,0.462591171265,0.0907018631697,-0.158024743199,-0.109537951648,0.0181222427636,-0.0668655633926,0.157329902053,1.0,558957.176141,0.0359831194566,7177.97560976,Angry_8,1.3007280562e+14,879.632672345,739620.116151,2.17967764766,4.06894432967,4.98653911621e-08,1.0064483881,1.25117826462,0.075979821384,0.0389285869896,0.500002145767,0.480231255293,0.218866020441,0.209752991796,0.100111551583,0.078551068902,0.0600095130503,0.0584248639643,0.0,27210038000.1,1.45157224324e-05,79907.6091612
48134002.0,180.534375,8602.0,27.6381535434,5.1560625,0.00204150675454,29.7020244598,5.57841157913,0.744851469994,0.471182048321,1.02186799049,2.18723225594,0.952937602997,0.435863852501,0.42361086607,0.523408472538,0.648693084717,0.724555492401,1.0,4932346.7892,0.0496595593564,8652.0,17348184.4,77.6510795455,6039.54545455,25.1848204993,-0.0711681818182,0.00174026854335,27.7034454346,3.14822506905,0.0506199784577,0.0605515055358,-0.518866062164,0.544044971466,0.0522909872234,-0.229697853327,-0.182640582323,-0.118458278477,-0.101233117282,0.015371626243,1.0,2385392.02124,0.041826739049,7862.12727273,Angry_9,9.17378619986e+13,1256.88996847,1643191.62975,2.36384725549,3.77325899501,4.84885654365e-08,1.56704771519,0.774171113968,0.101374536753,0.0464534759521,0.534685671329,0.579188942909,0.164183601737,0.104081690311,0.091174826026,0.111008636653,0.102226361632,0.0916580632329,0.0,7.8802959332e+11,2.07439956909e-05,317572.729256
