max(energy(energy)),max(f0(f0)),max(max(amplitude)),max(max(cepstrum)),max(mean(amplitude)),max(mean(cepstrum)),max(mfcccoeff0(mfcc)),max(mfcccoeff1(mfcc)),max(mfcccoeff10(mfcc)),max(mfcccoeff11(mfcc)),max(mfcccoeff2(mfcc)),max(mfcccoeff3(mfcc)),max(mfcccoeff4(mfcc)),max(mfcccoeff5(mfcc)),max(mfcccoeff6(mfcc)),max(mfcccoeff7(mfcc)),max(mfcccoeff8(mfcc)),max(mfcccoeff9(mfcc)),max(silence_ratio(silence_ratio)),max(var(amplitude)),max(var(cepstrum)),max(zerocrossing(zerocrossing)),mean(energy(energy)),mean(f0(f0)),mean(max(amplitude)),mean(max(cepstrum)),mean(mean(amplitude)),mean(mean(cepstrum)),mean(mfcccoeff0(mfcc)),mean(mfcccoeff1(mfcc)),mean(mfcccoeff10(mfcc)),mean(mfcccoeff11(mfcc)),mean(mfcccoeff2(mfcc)),mean(mfcccoeff3(mfcc)),mean(mfcccoeff4(mfcc)),mean(mfcccoeff5(mfcc)),mean(mfcccoeff6(mfcc)),mean(mfcccoeff7(mfcc)),mean(mfcccoeff8(mfcc)),mean(mfcccoeff9(mfcc)),mean(silence_ratio(silence_ratio)),mean(var(amplitude)),mean(var(cepstrum)),mean(zerocrossing(zerocrossing)),session,var(energy(energy)),var(f0(f0)),var(max(amplitude)),var(max(cepstrum)),var(mean(amplitude)),var(mean(cepstrum)),var(mfcccoeff0(mfcc)),var(mfcccoeff1(mfcc)),var(mfcccoeff10(mfcc)),var(mfcccoeff11(mfcc)),var(mfcccoeff2(mfcc)),var(mfcccoeff3(mfcc)),var(mfcccoeff4(mfcc)),var(mfcccoeff5(mfcc)),var(mfcccoeff6(mfcc)),var(mfcccoeff7(mfcc)),var(mfcccoeff8(mfcc)),var(mfcccoeff9(mfcc)),var(silence_ratio(silence_ratio)),var(var(amplitude)),var(var(cepstrum)),var(zerocrossing(zerocrossing))
294106.169402,113.00625,17.1876109521,8.73972362867,0.116745205711,0.00135840243685,12.8076581955,4.60263824463,0.569502949715,0.637439966202,1.67383491993,2.70130825043,1.15490102768,0.985165536404,0.6493922472,0.629740357399,0.392580449581,0.543972194195,1.0,18.3689284159,0.00679319744894,9662.0,97713.2546669,33.1689630682,10.2606177545,5.66028068193,0.0015544925352,0.00102998038982,8.28460025787,2.7263250351,0.0326286330819,0.0204706862569,0.210910275578,1.0430753231,0.00815453287214,0.0137451235205,-0.179573714733,-0.0640572384,-0.104207731783,-0.025231545791,1.0,6.10547890893,0.00380237144426,7702.68181818,Angry_0,6456424637.81,393.606280805,23.5966929852,2.2658279203,0.00159709130123,4.22692515978e-08,8.56188869476,0.896786093712,0.0510408617556,0.0576416626573,0.404016494751,0.668506205082,0.245901331306,0.113299876451,0.116096898913,0.0698437616229,0.069424405694,0.0595925562084,0.0,25.2139120024,1.33346731103e-06,1026088.28512
190348.850548,198.45,17.0207427376,8.11692572377,0.01669608085,0.00100767969834,12.3342924118,4.27533769608,0.632424533367,0.482985377312,1.66736280918,3.33560156822,1.35736906528,1.27772545815,1.1566773653,0.701590955257,0.611691713333,0.621357858181,1.0,11.8967385895,0.00626305664632,8059.0,24745.0185118,35.9028409091,5.49589789195,3.85482396704,-0.000605682269318,0.000555522176745,5.89605283737,2.4790289402,0.0305361412466,0.0421834550798,-0.204437315464,1.1085486412,-0.152943998575,0.25889891386,0.0666883438826,-0.0362464748323,0.00720799667761,-0.168025106192,1.0,1.54654749469,0.0027332126988,7066.71428571,Angry_1,1417202369.44,394.29444683,16.9546000722,2.60804283028,1.57954514036e-05,4.79764780476e-08,16.9017314911,1.201141119,0.0707015842199,0.0473081432283,0.566204607487,0.683252751827,0.358933061361,0.161915898323,0.14196023345,0.148353308439,0.0579795539379,0.107766054571,0.0,5.53581064036,1.16104784376e-06,250605.580705
23950.4552454,1025.325,5.00373632969,6.78154592187,0.00532527001441,0.000811520129955,8.92331886292,4.19229459763,0.542214393616,0.494209825993,2.48102784157,2.34208154678,1.54448771477,0.47106307745,0.420326590538,0.732905268669,0.217860013247,0.609800457954,1.0,1.49688420678,0.00500079495954,8230.0,11011.0661294,90.9311931818,3.03359470662,4.29615464437,-0.000260304455845,0.000543821182987,6.12918901443,2.39169836044,-0.010174411349,-0.0920808762312,0.670787036419,0.807406961918,0.440620809793,-0.266940265894,-0.35901632905,-0.18768543005,-0.264186412096,-0.124993756413,1.0,0.688185747562,0.00278265214965,7437.36363636,Angry_2,33427884.8461,16825.3165892,0.753894177103,1.4494295593,5.81776557593e-06,3.95403720312e-08,4.27880430222,0.966987550259,0.0522539801896,0.061124574393,0.524235844612,0.45272809267,0.248607486486,0.109232366085,0.129360467196,0.134399354458,0.0393251813948,0.0849351212382,0.0,0.13057634147,8.04497839954e-07,181602.995041
28099.2671885,139.190625,5.0397149652,7.01393215325,0.00523629060967,0.000828031782754,8.82396507263,4.597178936,0.68279838562,0.632899343967,2.07229328156,3.23980951309,1.19855618477,0.496250092983,0.457988202572,0.369841217995,0.579519808292,0.581418275833,1.0,1.75620345851,0.00492896311022,8413.0,12543.3336607,71.386875,3.41239127421,4.1251954313,-0.000417484714403,0.00049205431246,6.12954807281,2.77321720123,0.131781935692,-0.00424214452505,0.78267544508,0.635915637016,-0.00954813323915,-0.258649289608,-0.294757276773,-0.229766339064,-0.256417810917,-0.0660921484232,1.0,0.783952852724,0.00273673080923,7492.25454545,Angry_3,54675436.3226,842.093751829,0.994519759457,1.19996298219,5.32677554537e-06,5.76926809317e-08,4.07428026199,0.833603262901,0.0502010397613,0.0783515423536,0.530276417732,0.487152814865,0.327205270529,0.130799174309,0.113116405904,0.101605989039,0.0721290186048,0.0802427008748,0.0,0.213576788982,6.48594642995e-07,203329.789752
25186.1876141,155.0390625,5.96369985556,7.38122100287,0.00548637523196,0.00088787492115,9.21263408661,3.49623370171,0.520116865635,0.823118269444,2.54735708237,2.39424848557,1.7023229599,0.856569826603,0.0724903345108,0.600261211395,0.474802047014,0.701361358166,1.0,1.57413365534,0.00561086220247,8221.0,12513.1915183,84.9983803354,3.92683408618,4.84807265169,-0.000958540833433,0.000553974620291,7.49367618561,2.18897294998,0.0503220334649,0.0208354536444,0.472089111805,0.953665316105,-0.236924514174,-0.343780785799,-0.619686484337,-0.141796246171,-0.161779031157,-0.00944393500686,1.0,0.782066132461,0.00330863578793,7180.97560976,Angry_4,26960410.8973,1083.07411046,0.516275303386,0.789350085624,7.41862944319e-06,4.28682327464e-08,1.19425857067,0.440856426954,0.0476626306772,0.0809825584292,0.415451139212,0.271505355835,0.325912207365,0.106457643211,0.104455031455,0.095763348043,0.0768073499203,0.108295746148,0.0,0.105312019131,4.60432454385e-07,93136.7798929
4114.18054481,163.996875,2.76801853825,4.02038831472,0.00494901718044,0.000788392756314,7.55523252487,4.25378656387,0.293270647526,0.547547101974,1.68832099438,1.68407988548,0.81631988287,0.442703545094,0.78897100687,0.453209400177,0.394458442926,0.679684340954,1.0,0.257125791246,0.00301766107304,7703.0,2917.40423633,49.9883522727,1.93923988269,3.41195677139,6.84472174353e-05,0.000432459992282,5.64058542252,2.90466451645,-0.0841577202082,0.0964416712523,-0.0141865098849,0.279318153858,-0.0692880004644,-0.240268722177,0.0169307142496,-0.0685851201415,-0.1643294245,0.18680113554,1.0,0.182334968482,0.00218021013966,7323.41818182,Angry_5,479933.448262,1239.39885865,0.162688331386,0.130201941188,2.79160308288e-06,4.49559251828e-08,1.63502192497,0.501931011677,0.0381117872894,0.0570900812745,0.385538130999,0.385881245136,0.224329650402,0.0693212896585,0.0933812558651,0.0576976202428,0.0464410893619,0.0633235871792,0.0,0.00187460463902,1.80483558007e-07,46511.625124
4372.6625684,163.3078125,3.98216870232,4.28373994318,0.00315538913019,0.000707227241601,7.41603469849,4.04243040085,0.418692231178,0.649970769882,2.25388336182,2.14787960052,0.874430656433,1.34391868114,1.30492079258,0.73573833704,0.539260387421,0.762381970882,1.0,0.273291239897,0.00309960284053,8126.0,2539.5101654,50.6022443182,1.82161339481,3.56289809353,0.000118830833472,0.000383297661162,5.22610235214,2.48293375969,-0.0454500764608,0.0347019135952,0.326639652252,0.405387222767,0.00575522147119,0.0474831610918,0.0846401304007,-0.0595575347543,-0.176800578833,0.103135064244,1.0,0.158718267372,0.00232142932005,7339.23636364,Angry_6,817290.968707,969.275824819,0.295427842266,0.131918208481,1.10384507045e-06,3.65552651648e-08,1.42028617859,1.28943705559,0.0356828868389,0.0510747469962,0.684198975563,0.497253328562,0.253676474094,0.203297361732,0.135124951601,0.0747528076172,0.120147712529,0.0490560494363,0.0,0.00319249821386,1.53774314842e-07,89753.271405
4667.27964498,179.15625,2.46832999454,4.13790426878,0.00219298986175,0.000641612392801,6.58681488037,4.24041128159,0.541341781616,0.459941536188,2.19194126129,1.32462561131,1.01500988007,0.738588571548,1.10134541988,0.838025391102,0.429768681526,0.824257791042,1.0,0.291704976678,0.00321616882541,8344.0,2325.90017332,53.4587215909,1.69636755004,3.34465737466,0.0001091742533,0.000353735075881,4.53157091141,2.60906910896,-0.0601944327354,0.00801135133952,0.748393833637,0.276478827,-0.023202970624,-0.205383852124,-0.0619378685951,-0.00854387599975,-0.176711469889,0.170814082026,1.0,0.145367757684,0.00210954753307,7260.58181818,Angry_7,761806.677996,1562.40363456,0.179054713668,0.207447532657,9.91229877514e-07,8.63504330428e-08,1.29347884655,1.43163728714,0.0525735504925,0.0546919777989,0.537235379219,0.352310031652,0.262721002102,0.125488609076,0.154547140002,0.0659116059542,0.0785543099046,0.061300162226,0.0,0.00297580614614,3.05007782886e-07,171045.406942
4121.47677491,159.8625,3.24663585773,4.24218596614,0.00255944755329,0.00066947905547,7.18908309937,4.37989616394,0.503240227699,0.68568444252,2.05301475525,1.81158709526,1.09848451614,1.2551060915,0.60892367363,0.647151350975,0.517729997635,0.79467767477,1.0,0.257592233284,0.00331182667011,7802.0,2433.71182263,53.8897294207,1.96147619108,3.48215908748,0.000115561164896,0.000360516763849,5.05646514893,2.53611731529,-0.117716565728,0.0123633220792,0.357920050621,0.456433326006,0.0930101573467,-0.153922796249,-0.113006070256,0.017638290301,-0.0626999363303,0.147871002555,1.0,0.152105857716,0.00224922419293,7202.37804878,Angry_8,513982.324263,875.715019235,0.205372353723,0.153494134556,1.1178441971e-06,7.83073766106e-08,0.956619799137,1.1650686264,0.0732328742743,0.0374234095216,0.473984360695,0.473855704069,0.211871400476,0.205126419663,0.0947068184614,0.0743805021048,0.0558108687401,0.0557684376836,0.0,0.00200775033386,2.34982649966e-07,71926.844884
21506.8011275,180.534375,4.6256015578,6.01249691656,0.00296096410378,0.000695758375076,8.94974327087,5.12685108185,0.714279353619,0.475165367126,0.99801915884,2.12546443939,0.951115489006,0.422934383154,0.421684414148,0.465399444103,0.641600847244,0.734347760677,1.0,1.34417482859,0.00402456407821,8667.0,10384.9369163,77.6260227273,3.16782275708,4.17590362544,8.67117023007e-05,0.000398592871915,6.98187541962,3.08435106277,0.0442942269146,0.0636352524161,-0.476531147957,0.515443444252,0.0678632482886,-0.236474588513,-0.182450994849,-0.114346235991,-0.108083121479,0.0229667387903,1.0,0.649057449393,0.00272312409558,7920.94545455,Angry_9,14972817.0268,1260.12462147,0.445250569228,0.807444834404,1.10035561531e-06,3.48334159801e-08,1.49645733833,0.678136110306,0.0982095971704,0.0449928976595,0.514308393002,0.568424403667,0.160233274102,0.1033398211,0.0846074000001,0.102385662496,0.101128049195,0.086440615356,0.0,0.0584875595669,3.86532636527e-07,111495.433388
